state,district,crop,modal_price,min_price,max_price,date,month,day_of_week,price_lag_1,price_lag_7,price_lag_30,rolling_mean_7,rolling_std_7,price_direction
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2200.0,,,2018-09-06 00:09:21.221315,9,3,2200.0,2200.0,2200.0,2200.0,0.0,0
Uttar Pradesh,Khiri (Lakhimpur),Arhar Dal(Tur Dal),12575.0,,,2018-09-07 00:09:21.221315,9,4,12450.0,12575.0,12575.0,12512.5,88.38834764831844,1
Uttar Pradesh,Khiri (Lakhimpur),Black Gram Dal (Urd Dal),9030.0,,,2018-09-08 00:09:21.221315,9,5,9020.0,9030.0,9030.0,9025.0,7.0710678118654755,1
Uttar Pradesh,Khiri (Lakhimpur),Mustard Oil,14570.0,,,2018-09-09 00:09:21.221315,9,6,14400.0,14570.0,14570.0,14485.0,120.20815280171308,1
Uttar Pradesh,Khiri (Lakhimpur),Paddy(Dhan)(Common),1980.0,,,2018-09-10 00:09:21.221315,9,0,1950.0,1980.0,1980.0,1965.0,21.213203435596427,1
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2285.0,,,2018-09-11 00:09:21.221315,9,1,2200.0,2285.0,2285.0,2242.5,60.10407640085654,1
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2250.0,,,2018-09-12 00:09:21.221315,9,2,2285.0,2250.0,2250.0,2245.0,42.720018726587654,0
Uttar Pradesh,Lakhimpur,Bengal Gram(Gram)(Whole),5650.0,,,2018-09-13 00:09:21.221315,9,3,5650.0,5650.0,5650.0,5650.0,0.0,0
Uttar Pradesh,Lakhimpur,Lentil (Masur)(Whole),6790.0,,,2018-09-14 00:09:21.221315,9,4,6790.0,6790.0,6790.0,6790.0,0.0,0
Uttar Pradesh,Lakhimpur,Maize,2050.0,,,2018-09-15 00:09:21.221315,9,5,2050.0,2050.0,2050.0,2050.0,0.0,0
Uttar Pradesh,Lakhimpur,Mustard,5500.0,,,2018-09-16 00:09:21.221315,9,6,5500.0,5500.0,5500.0,5500.0,0.0,0
Uttar Pradesh,Lakhimpur,Paddy(Dhan)(Common),1990.0,,,2018-09-17 00:09:21.221315,9,0,1990.0,1990.0,1990.0,1990.0,0.0,0
Uttar Pradesh,Lakhimpur,Wheat,2275.0,,,2018-09-18 00:09:21.221315,9,1,2275.0,2275.0,2275.0,2275.0,0.0,0
Uttar Pradesh,Lalitpur,Barley (Jau),2000.0,,,2018-09-19 00:09:21.221315,9,2,2000.0,2000.0,2000.0,2000.0,0.0,0
Uttar Pradesh,Lalitpur,Bengal Gram(Gram)(Whole),5400.0,,,2018-09-20 00:09:21.221315,9,3,5400.0,5400.0,5400.0,5400.0,0.0,0
Uttar Pradesh,Lalitpur,Lentil (Masur)(Whole),6100.0,,,2018-09-21 00:09:21.221315,9,4,6100.0,6100.0,6100.0,6100.0,0.0,0
Uttar Pradesh,Lalitpur,Wheat,2200.0,,,2018-09-22 00:09:21.221315,9,5,2200.0,2200.0,2200.0,2200.0,0.0,0
Uttar Pradesh,Lucknow,Arhar Dal(Tur Dal),12700.0,,,2018-09-23 00:09:21.221315,9,6,12700.0,12700.0,12700.0,12700.0,0.0,0
Uttar Pradesh,Lucknow,Bengal Gram Dal (Chana Dal),6200.0,,,2018-09-24 00:09:21.221315,9,0,6200.0,6200.0,6200.0,6200.0,0.0,0
Uttar Pradesh,Lucknow,Bengal Gram(Gram)(Whole),5680.0,,,2018-09-25 00:09:21.221315,9,1,5680.0,5680.0,5680.0,5680.0,0.0,0
Uttar Pradesh,Lucknow,Black Gram (Urd Beans)(Whole),7910.0,,,2018-09-26 00:09:21.221315,9,2,7910.0,7910.0,7910.0,7910.0,0.0,0
Uttar Pradesh,Lucknow,Black Gram Dal (Urd Dal),9050.0,,,2018-09-27 00:09:21.221315,9,3,9050.0,9050.0,9050.0,9050.0,0.0,0
Uttar Pradesh,Lucknow,Green Gram (Moong)(Whole),8050.0,,,2018-09-28 00:09:21.221315,9,4,8050.0,8050.0,8050.0,8050.0,0.0,0
Uttar Pradesh,Lucknow,Mustard,5500.0,,,2018-09-29 00:09:21.221315,9,5,5500.0,5500.0,5500.0,5500.0,0.0,0
Uttar Pradesh,Lucknow,Wheat,2310.0,,,2018-09-30 00:09:21.221315,9,6,2310.0,2310.0,2310.0,2310.0,0.0,0
Uttar Pradesh,Maharajganj,Paddy(Dhan)(Common),2450.0,,,2018-10-01 00:09:21.221315,10,0,2450.0,2450.0,2450.0,2450.0,0.0,0
Uttar Pradesh,Maharajganj,Wheat,2200.0,,,2018-10-02 00:09:21.221315,10,1,2200.0,2200.0,2200.0,2200.0,0.0,0
Uttar Pradesh,Mahoba,Barley (Jau),1800.0,,,2018-10-03 00:09:21.221315,10,2,1800.0,1800.0,1800.0,1800.0,0.0,0
Uttar Pradesh,Mahoba,Bengal Gram(Gram)(Whole),5150.0,,,2018-10-04 00:09:21.221315,10,3,5150.0,5150.0,5150.0,5150.0,0.0,0
Uttar Pradesh,Mahoba,Lentil (Masur)(Whole),5520.0,,,2018-10-05 00:09:21.221315,10,4,5520.0,5520.0,5520.0,5520.0,0.0,0
Uttar Pradesh,Mahoba,Wheat,2200.0,,,2018-10-06 00:09:21.221315,10,5,2200.0,2200.0,2200.0,2200.0,0.0,0
Uttar Pradesh,Mainpuri,Maize,1730.0,,,2018-10-07 00:09:21.221315,10,6,1730.0,1730.0,1730.0,1730.0,0.0,0
Uttar Pradesh,Mainpuri,Wheat,2210.0,,,2018-10-08 00:09:21.221315,10,0,2210.0,2210.0,2210.0,2210.0,0.0,0
Uttar Pradesh,Mainpuri,Arhar Dal(Tur Dal),12700.0,,,2018-10-09 00:09:21.221315,10,1,12700.0,12700.0,12700.0,12700.0,0.0,0
Uttar Pradesh,Mainpuri,Bengal Gram(Gram)(Whole),5570.0,,,2018-10-10 00:09:21.221315,10,2,5570.0,5570.0,5570.0,5570.0,0.0,0
Uttar Pradesh,Mainpuri,Maize,1975.0,,,2018-10-11 00:09:21.221315,10,3,1730.0,1975.0,1975.0,1852.5,173.24116139070415,1
Uttar Pradesh,Mainpuri,Wheat,2200.0,,,2018-10-12 00:09:21.221315,10,4,2210.0,2200.0,2200.0,2205.0,7.0710678118654755,0
Uttar Pradesh,Mainpuri,Arhar (Tur/Red Gram)(Whole),8650.0,,,2018-10-13 00:09:21.221315,10,5,8650.0,8650.0,8650.0,8650.0,0.0,0
Uttar Pradesh,Mainpuri,Arhar Dal(Tur Dal),12700.0,,,2018-10-14 00:09:21.221315,10,6,12700.0,12700.0,12700.0,12700.0,0.0,0
Uttar Pradesh,Mainpuri,Bengal Gram(Gram)(Whole),5570.0,,,2018-10-15 00:09:21.221315,10,0,5570.0,5570.0,5570.0,5570.0,0.0,0
Uttar Pradesh,Mainpuri,Black Gram Dal (Urd Dal),9550.0,,,2018-10-16 00:09:21.221315,10,1,9550.0,9550.0,9550.0,9550.0,0.0,0
Uttar Pradesh,Mainpuri,Maize,2000.0,,,2018-10-17 00:09:21.221315,10,2,1975.0,2000.0,2000.0,1901.6666666666667,149.19226968356412,1
Uttar Pradesh,Mainpuri,Mustard,5455.0,,,2018-10-18 00:09:21.221315,10,3,5455.0,5455.0,5455.0,5455.0,0.0,0
Uttar Pradesh,Mainpuri,Wheat,2201.0,,,2018-10-19 00:09:21.221315,10,4,2200.0,2201.0,2201.0,2203.6666666666665,5.5075705472860745,1
Uttar Pradesh,Mirzapur,Arhar (Tur/Red Gram)(Whole),7485.0,,,2018-10-20 00:09:21.221315,10,5,7485.0,7485.0,7485.0,7485.0,0.0,0
Uttar Pradesh,Mirzapur,Arhar Dal(Tur Dal),13100.0,,,2018-10-21 00:09:21.221315,10,6,13100.0,13100.0,13100.0,13100.0,0.0,0
Uttar Pradesh,Mirzapur,Bengal Gram Dal (Chana Dal),6315.0,,,2018-10-22 00:09:21.221315,10,0,6315.0,6315.0,6315.0,6315.0,0.0,0
Uttar Pradesh,Mirzapur,Bengal Gram(Gram)(Whole),5700.0,,,2018-10-23 00:09:21.221315,10,1,5700.0,5700.0,5700.0,5700.0,0.0,0
Uttar Pradesh,Mirzapur,Black Gram Dal (Urd Dal),9485.0,,,2018-10-24 00:09:21.221315,10,2,9485.0,9485.0,9485.0,9485.0,0.0,0
Uttar Pradesh,Mirzapur,Lentil (Masur)(Whole),6515.0,,,2018-10-25 00:09:21.221315,10,3,6515.0,6515.0,6515.0,6515.0,0.0,0
Uttar Pradesh,Mirzapur,Mustard,5525.0,,,2018-10-26 00:09:21.221315,10,4,5525.0,5525.0,5525.0,5525.0,0.0,0
Uttar Pradesh,Mirzapur,Mustard Oil,12975.0,,,2018-10-27 00:09:21.221315,10,5,12975.0,12975.0,12975.0,12975.0,0.0,0
Uttar Pradesh,Mirzapur,Wheat,2285.0,,,2018-10-28 00:09:21.221315,10,6,2285.0,2285.0,2285.0,2285.0,0.0,0
Uttar Pradesh,Muradabad,Wheat,2350.0,,,2018-10-29 00:09:21.221315,10,0,2350.0,2350.0,2350.0,2350.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Arhar (Tur/Red Gram)(Whole),8450.0,,,2018-10-30 00:09:21.221315,10,1,8450.0,8450.0,8450.0,8450.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Arhar Dal(Tur Dal),12700.0,,,2018-10-31 00:09:21.221315,10,2,12700.0,12700.0,12700.0,12700.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Barley (Jau),2260.0,,,2018-11-01 00:09:21.221315,11,3,2260.0,2260.0,2260.0,2260.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Bengal Gram Dal (Chana Dal),6580.0,,,2018-11-02 00:09:21.221315,11,4,6580.0,6580.0,6580.0,6580.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Bengal Gram(Gram)(Whole),5780.0,,,2018-11-03 00:09:21.221315,11,5,5780.0,5780.0,5780.0,5780.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Black Gram (Urd Beans)(Whole),8725.0,,,2018-11-04 00:09:21.221315,11,6,8725.0,8725.0,8725.0,8725.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Black Gram Dal (Urd Dal),9565.0,,,2018-11-05 00:09:21.221315,11,0,9565.0,9565.0,9565.0,9565.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Green Gram (Moong)(Whole),8600.0,,,2018-11-06 00:09:21.221315,11,1,8600.0,8600.0,8600.0,8600.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Green Gram Dal (Moong Dal),9560.0,,,2018-11-07 00:09:21.221315,11,2,9560.0,9560.0,9560.0,9560.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Lentil (Masur)(Whole),6530.0,,,2018-11-08 00:09:21.221315,11,3,6530.0,6530.0,6530.0,6530.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Maize,2125.0,,,2018-11-09 00:09:21.221315,11,4,2125.0,2125.0,2125.0,2125.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Mustard,5475.0,,,2018-11-10 00:09:21.221315,11,5,5475.0,5475.0,5475.0,5475.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Mustard Oil,12150.0,,,2018-11-11 00:09:21.221315,11,6,12150.0,12150.0,12150.0,12150.0,0.0,0
Uttar Pradesh,Muzaffarnagar,Wheat,2260.0,,,2018-11-12 00:09:21.221315,11,0,2260.0,2260.0,2260.0,2260.0,0.0,0
Uttar Pradesh,Pillibhit,Arhar Dal(Tur Dal),10000.0,,,2018-11-13 00:09:21.221315,11,1,10000.0,10000.0,10000.0,10000.0,0.0,0
Uttar Pradesh,Pillibhit,Black Gram Dal (Urd Dal),9260.0,,,2018-11-14 00:09:21.221315,11,2,9260.0,9260.0,9260.0,9260.0,0.0,0
Uttar Pradesh,Pillibhit,Wheat,2380.0,,,2018-11-15 00:09:21.221315,11,3,2380.0,2380.0,2380.0,2380.0,0.0,0
Uttar Pradesh,Pratapgarh,Arhar Dal(Tur Dal),13120.0,,,2018-11-16 00:09:21.221315,11,4,13120.0,13120.0,13120.0,13120.0,0.0,0
Uttar Pradesh,Pratapgarh,Bengal Gram Dal (Chana Dal),6120.0,,,2018-11-17 00:09:21.221315,11,5,6120.0,6120.0,6120.0,6120.0,0.0,0
Uttar Pradesh,Pratapgarh,Black Gram Dal (Urd Dal),9560.0,,,2018-11-18 00:09:21.221315,11,6,9560.0,9560.0,9560.0,9560.0,0.0,0
Uttar Pradesh,Pratapgarh,Mustard Oil,14550.0,,,2018-11-19 00:09:21.221315,11,0,14550.0,14550.0,14550.0,14550.0,0.0,0
Uttar Pradesh,Pratapgarh,Wheat,2300.0,,,2018-11-20 00:09:21.221315,11,1,2300.0,2300.0,2300.0,2300.0,0.0,0
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2080.0,,,2018-11-21 00:09:21.221315,11,2,2080.0,2080.0,2080.0,2080.0,0.0,0
Uttar Pradesh,Raebarelli,Wheat,2285.0,,,2018-11-22 00:09:21.221315,11,3,2285.0,2285.0,2285.0,2285.0,0.0,0
Uttar Pradesh,Raebarelli,Arhar Dal(Tur Dal),12400.0,,,2018-11-23 00:09:21.221315,11,4,12400.0,12400.0,12400.0,12400.0,0.0,0
Uttar Pradesh,Raebarelli,Bengal Gram Dal (Chana Dal),5850.0,,,2018-11-24 00:09:21.221315,11,5,5850.0,5850.0,5850.0,5850.0,0.0,0
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2250.0,,,2018-11-25 00:09:21.221315,11,6,2080.0,2250.0,2250.0,2165.0,120.20815280171308,1
Uttar Pradesh,Raebarelli,Wheat,2200.0,,,2018-11-26 00:09:21.221315,11,0,2285.0,2200.0,2200.0,2242.5,60.10407640085654,0
Uttar Pradesh,Raebarelli,Arhar Dal(Tur Dal),12615.0,,,2018-11-27 00:09:21.221315,11,1,12400.0,12615.0,12615.0,12507.5,152.02795795510772,1
Uttar Pradesh,Raebarelli,Barley (Jau),2240.0,,,2018-11-28 00:09:21.221315,11,2,2240.0,2240.0,2240.0,2240.0,0.0,0
Uttar Pradesh,Raebarelli,Bengal Gram(Gram)(Whole),5475.0,,,2018-11-29 00:09:21.221315,11,3,5475.0,5475.0,5475.0,5475.0,0.0,0
Uttar Pradesh,Raebarelli,Black Gram (Urd Beans)(Whole),7920.0,,,2018-11-30 00:09:21.221315,11,4,7920.0,7920.0,7920.0,7920.0,0.0,0
Uttar Pradesh,Raebarelli,Mustard,5480.0,,,2018-12-01 00:09:21.221315,12,5,5480.0,5480.0,5480.0,5480.0,0.0,0
Uttar Pradesh,Raebarelli,Mustard Oil,14600.0,,,2018-12-02 00:09:21.221315,12,6,14600.0,14600.0,14600.0,14600.0,0.0,0
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2075.0,,,2018-12-03 00:09:21.221315,12,0,2250.0,2075.0,2075.0,2135.0,99.62429422585637,0
Uttar Pradesh,Raebarelli,Wheat,2205.0,,,2018-12-04 00:09:21.221315,12,1,2200.0,2205.0,2205.0,2230.0,47.69696007084728,1
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2110.0,,,2018-12-05 00:09:21.221315,12,2,2075.0,2110.0,2110.0,2128.75,82.29773184399839,1
Uttar Pradesh,Raebarelli,Wheat,2305.0,,,2018-12-06 00:09:21.221315,12,3,2205.0,2305.0,2305.0,2248.75,54.06400527769531,1
Uttar Pradesh,Rampur,Bengal Gram(Gram)(Whole),5840.0,,,2018-12-07 00:09:21.221315,12,4,5840.0,5840.0,5840.0,5840.0,0.0,0
Uttar Pradesh,Rampur,Lentil (Masur)(Whole),6850.0,,,2018-12-08 00:09:21.221315,12,5,6850.0,6850.0,6850.0,6850.0,0.0,0
Uttar Pradesh,Rampur,Wheat,2340.0,,,2018-12-09 00:09:21.221315,12,6,2340.0,2340.0,2340.0,2340.0,0.0,0
Uttar Pradesh,Rampur,Wheat,2150.0,,,2018-12-10 00:09:21.221315,12,0,2340.0,2150.0,2150.0,2245.0,134.35028842544403,0
Uttar Pradesh,Shahjahanpur,Wheat,2320.0,,,2018-12-11 00:09:21.221315,12,1,2320.0,2320.0,2320.0,2320.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Bengal Gram(Gram)(Whole),5740.0,,,2018-12-12 00:09:21.221315,12,2,5740.0,5740.0,5740.0,5740.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Mustard,5535.0,,,2018-12-13 00:09:21.221315,12,3,5535.0,5535.0,5535.0,5535.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Paddy(Dhan)(Common),1910.0,,,2018-12-14 00:09:21.221315,12,4,1910.0,1910.0,1910.0,1910.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Wheat,2250.0,,,2018-12-15 00:09:21.221315,12,5,2250.0,2250.0,2250.0,2250.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Arhar Dal(Tur Dal),13200.0,,,2018-12-16 00:09:21.221315,12,6,13200.0,13200.0,13200.0,13200.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Bengal Gram(Gram)(Whole),5740.0,,,2018-12-17 00:09:21.221315,12,0,5740.0,5740.0,5740.0,5740.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Lentil (Masur)(Whole),6840.0,,,2018-12-18 00:09:21.221315,12,1,6840.0,6840.0,6840.0,6840.0,0.0,0
Uttar Pradesh,Siddharth Nagar,Mustard,5530.0,,,2018-12-19 00:09:21.221315,12,2,5535.0,5530.0,5530.0,5532.5,3.5355339059327378,0
Uttar Pradesh,Siddharth Nagar,Paddy(Dhan)(Common),1915.0,,,2018-12-20 00:09:21.221315,12,3,1910.0,1915.0,1915.0,1912.5,3.5355339059327378,1
Uttar Pradesh,Siddharth Nagar,Wheat,2270.0,,,2018-12-21 00:09:21.221315,12,4,2250.0,2270.0,2270.0,2260.0,14.142135623730951,1
Uttar Pradesh,Sitapur,Wheat,2210.0,,,2018-12-22 00:09:21.221315,12,5,2210.0,2210.0,2210.0,2210.0,0.0,0
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12400.0,,,2018-12-23 00:09:21.221315,12,6,12400.0,12400.0,12400.0,12400.0,0.0,0
Uttar Pradesh,Sitapur,Bengal Gram(Gram)(Whole),5645.0,,,2018-12-24 00:09:21.221315,12,0,5645.0,5645.0,5645.0,5645.0,0.0,0
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),9025.0,,,2018-12-25 00:09:21.221315,12,1,9025.0,9025.0,9025.0,9025.0,0.0,0
Uttar Pradesh,Sitapur,Lentil (Masur)(Whole),6785.0,,,2018-12-26 00:09:21.221315,12,2,6785.0,6785.0,6785.0,6785.0,0.0,0
Uttar Pradesh,Sitapur,Mustard,5450.0,,,2018-12-27 00:09:21.221315,12,3,5450.0,5450.0,5450.0,5450.0,0.0,0
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),2030.0,,,2018-12-28 00:09:21.221315,12,4,2030.0,2030.0,2030.0,2030.0,0.0,0
Uttar Pradesh,Sitapur,Wheat,2270.0,,,2018-12-29 00:09:21.221315,12,5,2210.0,2270.0,2270.0,2240.0,42.42640687119285,1
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12350.0,,,2018-12-30 00:09:21.221315,12,6,12400.0,12350.0,12350.0,12375.0,35.35533905932738,0
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),9060.0,,,2018-12-31 00:09:21.221315,12,0,9025.0,9060.0,9060.0,9042.5,24.748737341529164,1
Uttar Pradesh,Sitapur,Mustard Oil,14525.0,,,2019-01-01 00:09:21.221315,1,1,14525.0,14525.0,14525.0,14525.0,0.0,0
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),1980.0,,,2019-01-02 00:09:21.221315,1,2,2030.0,1980.0,1980.0,2005.0,35.35533905932738,0
Uttar Pradesh,Sitapur,Wheat,2240.0,,,2019-01-03 00:09:21.221315,1,3,2270.0,2240.0,2240.0,2240.0,30.0,0
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5580.0,,,2019-01-04 00:09:21.221315,1,4,5580.0,5580.0,5580.0,5580.0,0.0,0
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6990.0,,,2019-01-05 00:09:21.221315,1,5,6990.0,6990.0,6990.0,6990.0,0.0,0
Uttar Pradesh,Sultanpur,Mustard,5480.0,,,2019-01-06 00:09:21.221315,1,6,5480.0,5480.0,5480.0,5480.0,0.0,0
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1860.0,,,2019-01-07 00:09:21.221315,1,0,1860.0,1860.0,1860.0,1860.0,0.0,0
Uttar Pradesh,Sultanpur,Wheat,2280.0,,,2019-01-08 00:09:21.221315,1,1,2280.0,2280.0,2280.0,2280.0,0.0,0
Uttar Pradesh,Sultanpur,Arhar Dal(Tur Dal),12750.0,,,2019-01-09 00:09:21.221315,1,2,12750.0,12750.0,12750.0,12750.0,0.0,0
Uttar Pradesh,Sultanpur,Bengal Gram Dal (Chana Dal),6200.0,,,2019-01-10 00:09:21.221315,1,3,6200.0,6200.0,6200.0,6200.0,0.0,0
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5570.0,,,2019-01-11 00:09:21.221315,1,4,5580.0,5570.0,5570.0,5575.0,7.0710678118654755,0
Uttar Pradesh,Sultanpur,Black Gram (Urd Beans)(Whole),8560.0,,,2019-01-12 00:09:21.221315,1,5,8560.0,8560.0,8560.0,8560.0,0.0,0
Uttar Pradesh,Sultanpur,Black Gram Dal (Urd Dal),9535.0,,,2019-01-13 00:09:21.221315,1,6,9535.0,9535.0,9535.0,9535.0,0.0,0
Uttar Pradesh,Sultanpur,Green Gram (Moong)(Whole),8545.0,,,2019-01-14 00:09:21.221315,1,0,8545.0,8545.0,8545.0,8545.0,0.0,0
Uttar Pradesh,Sultanpur,Green Gram Dal (Moong Dal),9585.0,,,2019-01-15 00:09:21.221315,1,1,9585.0,9585.0,9585.0,9585.0,0.0,0
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6980.0,,,2019-01-16 00:09:21.221315,1,2,6990.0,6980.0,6980.0,6985.0,7.0710678118654755,0
Uttar Pradesh,Sultanpur,Mustard,5475.0,,,2019-01-17 00:09:21.221315,1,3,5480.0,5475.0,5475.0,5477.5,3.5355339059327378,0
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1900.0,,,2019-01-18 00:09:21.221315,1,4,1860.0,1900.0,1900.0,1880.0,28.284271247461902,1
Uttar Pradesh,Sultanpur,Wheat,2260.0,,,2019-01-19 00:09:21.221315,1,5,2280.0,2260.0,2260.0,2270.0,14.142135623730951,0
Uttar Pradesh,Unnao,Arhar Dal(Tur Dal),12900.0,,,2019-01-20 00:09:21.221315,1,6,12900.0,12900.0,12900.0,12900.0,0.0,0
Uttar Pradesh,Unnao,Bengal Gram Dal (Chana Dal),6085.0,,,2019-01-21 00:09:21.221315,1,0,6085.0,6085.0,6085.0,6085.0,0.0,0
Uttar Pradesh,Unnao,Bengal Gram(Gram)(Whole),5630.0,,,2019-01-22 00:09:21.221315,1,1,5630.0,5630.0,5630.0,5630.0,0.0,0
Uttar Pradesh,Unnao,Black Gram Dal (Urd Dal),8930.0,,,2019-01-23 00:09:21.221315,1,2,8930.0,8930.0,8930.0,8930.0,0.0,0
Uttar Pradesh,Unnao,Mustard,5450.0,,,2019-01-24 00:09:21.221315,1,3,5450.0,5450.0,5450.0,5450.0,0.0,0
Uttar Pradesh,Unnao,Wheat,2295.0,,,2019-01-25 00:09:21.221315,1,4,2295.0,2295.0,2295.0,2295.0,0.0,0
Uttrakhand,Udhamsinghnagar,Paddy(Dhan)(Common),1800.0,,,2019-01-26 00:09:21.221315,1,5,1800.0,1800.0,1800.0,1800.0,0.0,0
West Bengal,Bankura,Mustard,5700.0,,,2019-01-27 00:09:21.221315,1,6,5700.0,5700.0,5700.0,5700.0,0.0,0
West Bengal,Bankura,Wheat,2800.0,,,2019-01-28 00:09:21.221315,1,0,2800.0,2800.0,2800.0,2800.0,0.0,0
West Bengal,Bankura,Mustard,5700.0,,,2019-01-29 00:09:21.221315,1,1,5700.0,5700.0,5700.0,5700.0,0.0,0
West Bengal,Bankura,Paddy(Dhan)(Common),2050.0,,,2019-01-30 00:09:21.221315,1,2,2050.0,2050.0,2050.0,2050.0,0.0,0
West Bengal,Bankura,Wheat,2800.0,,,2019-01-31 00:09:21.221315,1,3,2800.0,2800.0,2800.0,2800.0,0.0,0
West Bengal,Burdwan,Arhar (Tur/Red Gram)(Whole),7650.0,,,2019-02-01 00:09:21.221315,2,4,7650.0,7650.0,7650.0,7650.0,0.0,0
West Bengal,Burdwan,Black Gram Dal (Urd Dal),8700.0,,,2019-02-02 00:09:21.221315,2,5,8700.0,8700.0,8700.0,8700.0,0.0,0
West Bengal,Burdwan,Green Gram Dal (Moong Dal),10500.0,,,2019-02-03 00:09:21.221315,2,6,10500.0,10500.0,10500.0,10500.0,0.0,0
West Bengal,Burdwan,Lentil (Masur)(Whole),9600.0,,,2019-02-04 00:09:21.221315,2,0,9600.0,9600.0,9600.0,9600.0,0.0,0
West Bengal,Burdwan,Mustard,5900.0,,,2019-02-05 00:09:21.221315,2,1,5900.0,5900.0,5900.0,5900.0,0.0,0
West Bengal,Burdwan,Wheat,2850.0,,,2019-02-06 00:09:21.221315,2,2,2850.0,2850.0,2850.0,2850.0,0.0,0
West Bengal,Burdwan,Lentil (Masur)(Whole),9700.0,,,2019-02-07 00:09:21.221315,2,3,9600.0,9700.0,9700.0,9650.0,70.71067811865476,1
West Bengal,Burdwan,Mustard,6100.0,,,2019-02-08 00:09:21.221315,2,4,5900.0,6100.0,6100.0,6000.0,141.4213562373095,1
West Bengal,Burdwan,Mustard Oil,12000.0,,,2019-02-09 00:09:21.221315,2,5,12000.0,12000.0,12000.0,12000.0,0.0,0
West Bengal,Burdwan,Wheat,2950.0,,,2019-02-10 00:09:21.221315,2,6,2850.0,2950.0,2950.0,2900.0,70.71067811865476,1
West Bengal,Burdwan,Wheat,2700.0,,,2019-02-11 00:09:21.221315,2,0,2950.0,2700.0,2700.0,2833.3333333333335,125.83057392117922,0
West Bengal,Darjeeling,Arhar Dal(Tur Dal),12800.0,,,2019-02-12 00:09:21.221315,2,1,12800.0,12800.0,12800.0,12800.0,0.0,0
West Bengal,Darjeeling,Black Gram Dal (Urd Dal),11800.0,,,2019-02-13 00:09:21.221315,2,2,11800.0,11800.0,11800.0,11800.0,0.0,0
West Bengal,Darjeeling,Green Gram Dal (Moong Dal),9800.0,,,2019-02-14 00:09:21.221315,2,3,9800.0,9800.0,9800.0,9800.0,0.0,0
West Bengal,Malda,Green Gram Dal (Moong Dal),9800.0,,,2019-02-15 00:09:21.221315,2,4,9800.0,9800.0,9800.0,9800.0,0.0,0
West Bengal,Malda,Lentil (Masur)(Whole),9500.0,,,2019-02-16 00:09:21.221315,2,5,9500.0,9500.0,9500.0,9500.0,0.0,0
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2040.0,,,2019-02-17 00:09:21.221315,2,6,2040.0,2040.0,2040.0,2040.0,0.0,0
West Bengal,Medinipur(W),Mustard,5750.0,,,2019-02-18 00:09:21.221315,2,0,5750.0,5750.0,5750.0,5750.0,0.0,0
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2150.0,,,2019-02-19 00:09:21.221315,2,1,2040.0,2150.0,2150.0,2095.0,77.78174593052023,1
West Bengal,Nadia,Mustard,6100.0,,,2019-02-20 00:09:21.221315,2,2,6100.0,6100.0,6100.0,6100.0,0.0,0
West Bengal,Nadia,Wheat,2350.0,,,2019-02-21 00:09:21.221315,2,3,2350.0,2350.0,2350.0,2350.0,0.0,0
