state,district,crop,modal_price,min_price,max_price,date
Uttar Pradesh,Badaun,Bengal Gram(Gram)(Whole),5840.0,,,
Uttar Pradesh,Badaun,Black Gram (Urd Beans)(Whole),7590.0,,,
Uttar Pradesh,Badaun,Green Gram (Moong)(Whole),7890.0,,,
Uttar Pradesh,Badaun,Lentil (Masur)(Whole),6880.0,,,
Uttar Pradesh,Badaun,Maize,1750.0,,,
Uttar Pradesh,Badaun,Wheat,2320.0,,,
Uttar Pradesh,Badaun,Maize,1550.0,,,
Uttar Pradesh,Bahraich,Arhar Dal(Tur Dal),13000.0,,,
Uttar Pradesh,Bahraich,Wheat,2290.0,,,
Uttar Pradesh,Ballia,Barley (Jau),2220.0,,,
Uttar Pradesh,Ballia,Bengal Gram(Gram)(Whole),5725.0,,,
Uttar Pradesh,Ballia,Lentil (Masur)(Whole),6800.0,,,
Uttar Pradesh,Ballia,Mustard,5510.0,,,
Uttar Pradesh,Ballia,Wheat,2260.0,,,
Uttar Pradesh,Ballia,Arhar Dal(Tur Dal),13230.0,,,
Uttar Pradesh,Ballia,Barley (Jau),2210.0,,,
Uttar Pradesh,Ballia,Bengal Gram Dal (Chana Dal),6400.0,,,
Uttar Pradesh,Ballia,Bengal Gram(Gram)(Whole),5720.0,,,
Uttar Pradesh,Ballia,Green Gram (Moong)(Whole),8520.0,,,
Uttar Pradesh,Ballia,Lentil (Masur)(Whole),6820.0,,,
Uttar Pradesh,Ballia,Mustard,5520.0,,,
Uttar Pradesh,Ballia,Wheat,2260.0,,,
Uttar Pradesh,Balrampur,Arhar Dal(Tur Dal),13000.0,,,
Uttar Pradesh,Balrampur,Arhar Dal(Tur Dal),13100.0,,,
Uttar Pradesh,Balrampur,Bengal Gram(Gram)(Whole),5625.0,,,
Uttar Pradesh,Balrampur,Lentil (Masur)(Whole),7000.0,,,
Uttar Pradesh,Balrampur,Mustard,5485.0,,,
Uttar Pradesh,Balrampur,Paddy(Dhan)(Common),1850.0,,,
Uttar Pradesh,Balrampur,Wheat,2300.0,,,
Uttar Pradesh,Banda,Bengal Gram(Gram)(Whole),4950.0,,,
Uttar Pradesh,Banda,Lentil (Masur)(Whole),5560.0,,,
Uttar Pradesh,Banda,Wheat,2190.0,,,
Uttar Pradesh,Barabanki,Arhar Dal(Tur Dal),13240.0,,,
Uttar Pradesh,Barabanki,Bengal Gram Dal (Chana Dal),6220.0,,,
Uttar Pradesh,Barabanki,Black Gram (Urd Beans)(Whole),8150.0,,,
Uttar Pradesh,Barabanki,Lentil (Masur)(Whole),6830.0,,,
Uttar Pradesh,Barabanki,Wheat,2320.0,,,
Uttar Pradesh,Bareilly,Arhar Dal(Tur Dal),9975.0,,,
Uttar Pradesh,Bareilly,Bengal Gram(Gram)(Whole),5875.0,,,
Uttar Pradesh,Bareilly,Mustard,5450.0,,,
Uttar Pradesh,Bareilly,Wheat,2350.0,,,
Uttar Pradesh,Basti,Arhar Dal(Tur Dal),13200.0,,,
Uttar Pradesh,Basti,Bengal Gram Dal (Chana Dal),6420.0,,,
Uttar Pradesh,Basti,Bengal Gram(Gram)(Whole),5730.0,,,
Uttar Pradesh,Basti,Black Gram Dal (Urd Dal),9560.0,,,
Uttar Pradesh,Basti,Lentil (Masur)(Whole),6840.0,,,
Uttar Pradesh,Basti,Mustard,5525.0,,,
Uttar Pradesh,Basti,Paddy(Dhan)(Common),1920.0,,,
Uttar Pradesh,Basti,Wheat,2270.0,,,
Uttar Pradesh,Bulandshahar,Paddy(Dhan)(Basmati),2800.0,,,
Uttar Pradesh,Bulandshahar,Bajra(Pearl Millet/Cumbu),1850.0,,,
Uttar Pradesh,Bulandshahar,Barley (Jau),1750.0,,,
Uttar Pradesh,Bulandshahar,Maize,1700.0,,,
Uttar Pradesh,Bulandshahar,Mustard,5450.0,,,
Uttar Pradesh,Bulandshahar,Wheat,2150.0,,,
Uttar Pradesh,Bulandshahar,Maize,2100.0,,,
Uttar Pradesh,Bulandshahar,Mustard,5480.0,,,
Uttar Pradesh,Bulandshahar,Mustard Oil,12150.0,,,
Uttar Pradesh,Bulandshahar,Paddy(Dhan)(Basmati),3000.0,,,
Uttar Pradesh,Bulandshahar,Wheat,2215.0,,,
Uttar Pradesh,Bulandshahar,Maize,1560.0,,,
Uttar Pradesh,Bulandshahar,Wheat,2320.0,,,
Uttar Pradesh,Chandauli,Bengal Gram(Gram)(Whole),5740.0,,,
Uttar Pradesh,Chandauli,Mustard,5470.0,,,
Uttar Pradesh,Chandauli,Wheat,2310.0,,,
Uttar Pradesh,Etah,Bajra(Pearl Millet/Cumbu),1920.0,,,
Uttar Pradesh,Etah,Maize,1620.0,,,
Uttar Pradesh,Etah,Arhar (Tur/Red Gram)(Whole),8380.0,,,
Uttar Pradesh,Etah,Wheat,2250.0,,,
Uttar Pradesh,Etah,Maize,2000.0,,,
Uttar Pradesh,Etah,Mustard,5450.0,,,
Uttar Pradesh,Etah,Arhar (Tur/Red Gram)(Whole),6850.0,,,
Uttar Pradesh,Etah,Arhar Dal(Tur Dal),10010.0,,,
Uttar Pradesh,Etah,Bajra(Pearl Millet/Cumbu),2200.0,,,
Uttar Pradesh,Etah,Bengal Gram(Gram)(Whole),5570.0,,,
Uttar Pradesh,Etah,Black Gram Dal (Urd Dal),9450.0,,,
Uttar Pradesh,Etah,Maize,1840.0,,,
Uttar Pradesh,Etah,Wheat,2260.0,,,
Uttar Pradesh,Etawah,Arhar Dal(Tur Dal),12900.0,,,
Uttar Pradesh,Etawah,Bengal Gram Dal (Chana Dal),6250.0,,,
Uttar Pradesh,Etawah,Bengal Gram(Gram)(Whole),5460.0,,,
Uttar Pradesh,Etawah,Maize,1750.0,,,
Uttar Pradesh,Etawah,Mustard,5450.0,,,
Uttar Pradesh,Etawah,Mustard Oil,12700.0,,,
Uttar Pradesh,Etawah,Wheat,2240.0,,,
Uttar Pradesh,Faizabad,Bengal Gram(Gram)(Whole),5670.0,,,
Uttar Pradesh,Faizabad,Lentil (Masur)(Whole),6850.0,,,
Uttar Pradesh,Faizabad,Maize,2070.0,,,
Uttar Pradesh,Faizabad,Paddy(Dhan)(Common),1975.0,,,
Uttar Pradesh,Faizabad,Wheat,2270.0,,,
Uttar Pradesh,Farukhabad,Bengal Gram(Gram)(Whole),5465.0,,,
Uttar Pradesh,Farukhabad,Maize,1700.0,,,
Uttar Pradesh,Farukhabad,Mustard,5450.0,,,
Uttar Pradesh,Farukhabad,Wheat,2275.0,,,
Uttar Pradesh,Farukhabad,Maize,1810.0,,,
Uttar Pradesh,Farukhabad,Arhar Dal(Tur Dal),12950.0,,,
Uttar Pradesh,Farukhabad,Bengal Gram Dal (Chana Dal),6175.0,,,
Uttar Pradesh,Farukhabad,Bengal Gram(Gram)(Whole),5400.0,,,
Uttar Pradesh,Farukhabad,Black Gram Dal (Urd Dal),8600.0,,,
Uttar Pradesh,Farukhabad,Green Gram Dal (Moong Dal),8825.0,,,
Uttar Pradesh,Farukhabad,Maize,1780.0,,,
Uttar Pradesh,Farukhabad,Mustard,5450.0,,,
Uttar Pradesh,Farukhabad,Mustard Oil,12375.0,,,
Uttar Pradesh,Farukhabad,Wheat,2280.0,,,
Uttar Pradesh,Farukhabad,Maize,1800.0,,,
Uttar Pradesh,Farukhabad,Wheat,2290.0,,,
Uttar Pradesh,Fatehpur,Arhar (Tur/Red Gram)(Whole),8840.0,,,
Uttar Pradesh,Fatehpur,Arhar Dal(Tur Dal),12930.0,,,
Uttar Pradesh,Fatehpur,Bengal Gram(Gram)(Whole),5360.0,,,
Uttar Pradesh,Fatehpur,Green Gram (Moong)(Whole),7500.0,,,
Uttar Pradesh,Fatehpur,Green Gram Dal (Moong Dal),8860.0,,,
Uttar Pradesh,Fatehpur,Mustard,5455.0,,,
Uttar Pradesh,Fatehpur,Mustard Oil,12380.0,,,
Uttar Pradesh,Fatehpur,Paddy(Dhan)(Common),2150.0,,,
Uttar Pradesh,Fatehpur,Wheat,2250.0,,,
Uttar Pradesh,Fatehpur,Arhar Dal(Tur Dal),12950.0,,,
Uttar Pradesh,Fatehpur,Bengal Gram Dal (Chana Dal),6055.0,,,
Uttar Pradesh,Fatehpur,Bengal Gram(Gram)(Whole),5350.0,,,
Uttar Pradesh,Fatehpur,Black Gram Dal (Urd Dal),8600.0,,,
Uttar Pradesh,Fatehpur,Green Gram Dal (Moong Dal),8860.0,,,
Uttar Pradesh,Fatehpur,Lentil (Masur)(Whole),6350.0,,,
Uttar Pradesh,Fatehpur,Mustard,5450.0,,,
Uttar Pradesh,Fatehpur,Mustard Oil,12500.0,,,
Uttar Pradesh,Fatehpur,Wheat,2250.0,,,
Uttar Pradesh,Fatehpur,Bengal Gram(Gram)(Whole),4900.0,,,
Uttar Pradesh,Fatehpur,Lentil (Masur)(Whole),5400.0,,,
Uttar Pradesh,Fatehpur,Wheat,2200.0,,,
Uttar Pradesh,Firozabad,Arhar (Tur/Red Gram)(Whole),8780.0,,,
Uttar Pradesh,Firozabad,Bajra(Pearl Millet/Cumbu),1920.0,,,
Uttar Pradesh,Firozabad,Barley (Jau),2180.0,,,
Uttar Pradesh,Firozabad,Jowar(Sorghum),3050.0,,,
Uttar Pradesh,Firozabad,Maize,2015.0,,,
Uttar Pradesh,Firozabad,Wheat,2270.0,,,
Uttar Pradesh,Ghaziabad,Arhar Dal(Tur Dal),13000.0,,,
Uttar Pradesh,Ghaziabad,Bengal Gram Dal (Chana Dal),6500.0,,,
Uttar Pradesh,Ghaziabad,Bengal Gram(Gram)(Whole),5800.0,,,
Uttar Pradesh,Ghaziabad,Black Gram Dal (Urd Dal),9600.0,,,
Uttar Pradesh,Ghaziabad,Green Gram Dal (Moong Dal),9600.0,,,
Uttar Pradesh,Ghaziabad,Mustard,5450.0,,,
Uttar Pradesh,Ghaziabad,Mustard Oil,12100.0,,,
Uttar Pradesh,Ghaziabad,Wheat,2250.0,,,
Uttar Pradesh,Ghazipur,Arhar Dal(Tur Dal),13000.0,,,
Uttar Pradesh,Ghazipur,Barley (Jau),2170.0,,,
Uttar Pradesh,Ghazipur,Bengal Gram Dal (Chana Dal),6400.0,,,
Uttar Pradesh,Ghazipur,Bengal Gram(Gram)(Whole),5710.0,,,
Uttar Pradesh,Ghazipur,Black Gram Dal (Urd Dal),9500.0,,,
Uttar Pradesh,Ghazipur,Lentil (Masur)(Whole),6810.0,,,
Uttar Pradesh,Ghazipur,Mustard,5470.0,,,
Uttar Pradesh,Ghazipur,Mustard Oil,13140.0,,,
Uttar Pradesh,Ghazipur,Wheat,2280.0,,,
Uttar Pradesh,Gonda,Paddy(Dhan)(Common),1850.0,,,
Uttar Pradesh,Gonda,Wheat,2300.0,,,
Uttar Pradesh,Hardoi,Wheat,2050.0,,,
Uttar Pradesh,Hardoi,Arhar Dal(Tur Dal),12500.0,,,
Uttar Pradesh,Hardoi,Bengal Gram(Gram)(Whole),5640.0,,,
Uttar Pradesh,Hardoi,Maize,2040.0,,,
Uttar Pradesh,Hardoi,Paddy(Dhan)(Common),2040.0,,,
Uttar Pradesh,Hardoi,Wheat,2280.0,,,
Uttar Pradesh,Hathras,Bajra(Pearl Millet/Cumbu),2130.0,,,
Uttar Pradesh,Hathras,Maize,2070.0,,,
Uttar Pradesh,Hathras,Mustard,5440.0,,,
Uttar Pradesh,Hathras,Wheat,2240.0,,,
Uttar Pradesh,Jalaun (Orai),Wheat,2170.0,,,
Uttar Pradesh,Jaunpur,Arhar Dal(Tur Dal),13100.0,,,
Uttar Pradesh,Jaunpur,Green Gram (Moong)(Whole),9600.0,,,
Uttar Pradesh,Jaunpur,Green Gram Dal (Moong Dal),9600.0,,,
Uttar Pradesh,Jaunpur,Wheat,2300.0,,,
Uttar Pradesh,Jaunpur,Bengal Gram Dal (Chana Dal),6360.0,,,
Uttar Pradesh,Jaunpur,Bengal Gram(Gram)(Whole),5740.0,,,
Uttar Pradesh,Jaunpur,Lentil (Masur)(Whole),6810.0,,,
Uttar Pradesh,Jaunpur,Mustard,5500.0,,,
Uttar Pradesh,Jaunpur,Wheat,2300.0,,,
Uttar Pradesh,Jhansi,Bengal Gram(Gram)(Whole),5350.0,,,
Uttar Pradesh,Jhansi,Lentil (Masur)(Whole),5550.0,,,
Uttar Pradesh,Jhansi,Wheat,2230.0,,,
Uttar Pradesh,Jhansi,Wheat,2250.0,,,
Uttar Pradesh,Kannuj,Maize,1800.0,,,
Uttar Pradesh,Kannuj,Mustard Oil,12450.0,,,
Uttar Pradesh,Kannuj,Wheat,2280.0,,,
Uttar Pradesh,Kanpur,Arhar (Tur/Red Gram)(Whole),8750.0,,,
Uttar Pradesh,Kanpur,Bajra(Pearl Millet/Cumbu),2335.0,,,
Uttar Pradesh,Kanpur,Barley (Jau),2160.0,,,
Uttar Pradesh,Kanpur,Bengal Gram(Gram)(Whole),5380.0,,,
Uttar Pradesh,Kanpur,Green Gram (Moong)(Whole),7625.0,,,
Uttar Pradesh,Kanpur,Maize,1790.0,,,
Uttar Pradesh,Kanpur,Mustard,5420.0,,,
Uttar Pradesh,Kanpur,Wheat,2350.0,,,
Uttar Pradesh,Kanpur,Arhar (Tur/Red Gram)(Whole),8700.0,,,
Uttar Pradesh,Kanpur,Barley (Jau),2130.0,,,
Uttar Pradesh,Kanpur,Bengal Gram(Gram)(Whole),5350.0,,,
Uttar Pradesh,Kanpur,Green Gram (Moong)(Whole),7560.0,,,
Uttar Pradesh,Kanpur,Maize,1760.0,,,
Uttar Pradesh,Kanpur,Mustard,5450.0,,,
Uttar Pradesh,Kanpur,Wheat,2245.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Arhar Dal(Tur Dal),12450.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Black Gram Dal (Urd Dal),9020.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Mustard Oil,14400.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Paddy(Dhan)(Common),1950.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2200.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Arhar Dal(Tur Dal),12575.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Black Gram Dal (Urd Dal),9030.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Mustard Oil,14570.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Paddy(Dhan)(Common),1980.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2285.0,,,
Uttar Pradesh,Khiri (Lakhimpur),Wheat,2250.0,,,
Uttar Pradesh,Lakhimpur,Bengal Gram(Gram)(Whole),5650.0,,,
Uttar Pradesh,Lakhimpur,Lentil (Masur)(Whole),6790.0,,,
Uttar Pradesh,Lakhimpur,Maize,2050.0,,,
Uttar Pradesh,Lakhimpur,Mustard,5500.0,,,
Uttar Pradesh,Lakhimpur,Paddy(Dhan)(Common),1990.0,,,
Uttar Pradesh,Lakhimpur,Wheat,2275.0,,,
Uttar Pradesh,Lalitpur,Barley (Jau),2000.0,,,
Uttar Pradesh,Lalitpur,Bengal Gram(Gram)(Whole),5400.0,,,
Uttar Pradesh,Lalitpur,Lentil (Masur)(Whole),6100.0,,,
Uttar Pradesh,Lalitpur,Wheat,2200.0,,,
Uttar Pradesh,Lucknow,Arhar Dal(Tur Dal),12700.0,,,
Uttar Pradesh,Lucknow,Bengal Gram Dal (Chana Dal),6200.0,,,
Uttar Pradesh,Lucknow,Bengal Gram(Gram)(Whole),5680.0,,,
Uttar Pradesh,Lucknow,Black Gram (Urd Beans)(Whole),7910.0,,,
Uttar Pradesh,Lucknow,Black Gram Dal (Urd Dal),9050.0,,,
Uttar Pradesh,Lucknow,Green Gram (Moong)(Whole),8050.0,,,
Uttar Pradesh,Lucknow,Mustard,5500.0,,,
Uttar Pradesh,Lucknow,Wheat,2310.0,,,
Uttar Pradesh,Maharajganj,Paddy(Dhan)(Common),2450.0,,,
Uttar Pradesh,Maharajganj,Wheat,2200.0,,,
Uttar Pradesh,Mahoba,Barley (Jau),1800.0,,,
Uttar Pradesh,Mahoba,Bengal Gram(Gram)(Whole),5150.0,,,
Uttar Pradesh,Mahoba,Lentil (Masur)(Whole),5520.0,,,
Uttar Pradesh,Mahoba,Wheat,2200.0,,,
Uttar Pradesh,Mainpuri,Maize,1730.0,,,
Uttar Pradesh,Mainpuri,Wheat,2210.0,,,
Uttar Pradesh,Mainpuri,Arhar Dal(Tur Dal),12700.0,,,
Uttar Pradesh,Mainpuri,Bengal Gram(Gram)(Whole),5570.0,,,
Uttar Pradesh,Mainpuri,Maize,1975.0,,,
Uttar Pradesh,Mainpuri,Wheat,2200.0,,,
Uttar Pradesh,Mainpuri,Arhar (Tur/Red Gram)(Whole),8650.0,,,
Uttar Pradesh,Mainpuri,Arhar Dal(Tur Dal),12700.0,,,
Uttar Pradesh,Mainpuri,Bengal Gram(Gram)(Whole),5570.0,,,
Uttar Pradesh,Mainpuri,Black Gram Dal (Urd Dal),9550.0,,,
Uttar Pradesh,Mainpuri,Maize,2000.0,,,
Uttar Pradesh,Mainpuri,Mustard,5455.0,,,
Uttar Pradesh,Mainpuri,Wheat,2201.0,,,
Uttar Pradesh,Mirzapur,Arhar (Tur/Red Gram)(Whole),7485.0,,,
Uttar Pradesh,Mirzapur,Arhar Dal(Tur Dal),13100.0,,,
Uttar Pradesh,Mirzapur,Bengal Gram Dal (Chana Dal),6315.0,,,
Uttar Pradesh,Mirzapur,Bengal Gram(Gram)(Whole),5700.0,,,
Uttar Pradesh,Mirzapur,Black Gram Dal (Urd Dal),9485.0,,,
Uttar Pradesh,Mirzapur,Lentil (Masur)(Whole),6515.0,,,
Uttar Pradesh,Mirzapur,Mustard,5525.0,,,
Uttar Pradesh,Mirzapur,Mustard Oil,12975.0,,,
Uttar Pradesh,Mirzapur,Wheat,2285.0,,,
Uttar Pradesh,Muradabad,Wheat,2350.0,,,
Uttar Pradesh,Muzaffarnagar,Arhar (Tur/Red Gram)(Whole),8450.0,,,
Uttar Pradesh,Muzaffarnagar,Arhar Dal(Tur Dal),12700.0,,,
Uttar Pradesh,Muzaffarnagar,Barley (Jau),2260.0,,,
Uttar Pradesh,Muzaffarnagar,Bengal Gram Dal (Chana Dal),6580.0,,,
Uttar Pradesh,Muzaffarnagar,Bengal Gram(Gram)(Whole),5780.0,,,
Uttar Pradesh,Muzaffarnagar,Black Gram (Urd Beans)(Whole),8725.0,,,
Uttar Pradesh,Muzaffarnagar,Black Gram Dal (Urd Dal),9565.0,,,
Uttar Pradesh,Muzaffarnagar,Green Gram (Moong)(Whole),8600.0,,,
Uttar Pradesh,Muzaffarnagar,Green Gram Dal (Moong Dal),9560.0,,,
Uttar Pradesh,Muzaffarnagar,Lentil (Masur)(Whole),6530.0,,,
Uttar Pradesh,Muzaffarnagar,Maize,2125.0,,,
Uttar Pradesh,Muzaffarnagar,Mustard,5475.0,,,
Uttar Pradesh,Muzaffarnagar,Mustard Oil,12150.0,,,
Uttar Pradesh,Muzaffarnagar,Wheat,2260.0,,,
Uttar Pradesh,Pillibhit,Arhar Dal(Tur Dal),10000.0,,,
Uttar Pradesh,Pillibhit,Black Gram Dal (Urd Dal),9260.0,,,
Uttar Pradesh,Pillibhit,Wheat,2380.0,,,
Uttar Pradesh,Pratapgarh,Arhar Dal(Tur Dal),13120.0,,,
Uttar Pradesh,Pratapgarh,Bengal Gram Dal (Chana Dal),6120.0,,,
Uttar Pradesh,Pratapgarh,Black Gram Dal (Urd Dal),9560.0,,,
Uttar Pradesh,Pratapgarh,Mustard Oil,14550.0,,,
Uttar Pradesh,Pratapgarh,Wheat,2300.0,,,
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2080.0,,,
Uttar Pradesh,Raebarelli,Wheat,2285.0,,,
Uttar Pradesh,Raebarelli,Arhar Dal(Tur Dal),12400.0,,,
Uttar Pradesh,Raebarelli,Bengal Gram Dal (Chana Dal),5850.0,,,
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2250.0,,,
Uttar Pradesh,Raebarelli,Wheat,2200.0,,,
Uttar Pradesh,Raebarelli,Arhar Dal(Tur Dal),12615.0,,,
Uttar Pradesh,Raebarelli,Barley (Jau),2240.0,,,
Uttar Pradesh,Raebarelli,Bengal Gram(Gram)(Whole),5475.0,,,
Uttar Pradesh,Raebarelli,Black Gram (Urd Beans)(Whole),7920.0,,,
Uttar Pradesh,Raebarelli,Mustard,5480.0,,,
Uttar Pradesh,Raebarelli,Mustard Oil,14600.0,,,
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2075.0,,,
Uttar Pradesh,Raebarelli,Wheat,2205.0,,,
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),2110.0,,,
Uttar Pradesh,Raebarelli,Wheat,2305.0,,,
Uttar Pradesh,Rampur,Bengal Gram(Gram)(Whole),5840.0,,,
Uttar Pradesh,Rampur,Lentil (Masur)(Whole),6850.0,,,
Uttar Pradesh,Rampur,Wheat,2340.0,,,
Uttar Pradesh,Rampur,Wheat,2150.0,,,
Uttar Pradesh,Shahjahanpur,Wheat,2320.0,,,
Uttar Pradesh,Siddharth Nagar,Bengal Gram(Gram)(Whole),5740.0,,,
Uttar Pradesh,Siddharth Nagar,Mustard,5535.0,,,
Uttar Pradesh,Siddharth Nagar,Paddy(Dhan)(Common),1910.0,,,
Uttar Pradesh,Siddharth Nagar,Wheat,2250.0,,,
Uttar Pradesh,Siddharth Nagar,Arhar Dal(Tur Dal),13200.0,,,
Uttar Pradesh,Siddharth Nagar,Bengal Gram(Gram)(Whole),5740.0,,,
Uttar Pradesh,Siddharth Nagar,Lentil (Masur)(Whole),6840.0,,,
Uttar Pradesh,Siddharth Nagar,Mustard,5530.0,,,
Uttar Pradesh,Siddharth Nagar,Paddy(Dhan)(Common),1915.0,,,
Uttar Pradesh,Siddharth Nagar,Wheat,2270.0,,,
Uttar Pradesh,Sitapur,Wheat,2210.0,,,
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12400.0,,,
Uttar Pradesh,Sitapur,Bengal Gram(Gram)(Whole),5645.0,,,
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),9025.0,,,
Uttar Pradesh,Sitapur,Lentil (Masur)(Whole),6785.0,,,
Uttar Pradesh,Sitapur,Mustard,5450.0,,,
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),2030.0,,,
Uttar Pradesh,Sitapur,Wheat,2270.0,,,
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12350.0,,,
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),9060.0,,,
Uttar Pradesh,Sitapur,Mustard Oil,14525.0,,,
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),1980.0,,,
Uttar Pradesh,Sitapur,Wheat,2240.0,,,
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5580.0,,,
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6990.0,,,
Uttar Pradesh,Sultanpur,Mustard,5480.0,,,
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1860.0,,,
Uttar Pradesh,Sultanpur,Wheat,2280.0,,,
Uttar Pradesh,Sultanpur,Arhar Dal(Tur Dal),12750.0,,,
Uttar Pradesh,Sultanpur,Bengal Gram Dal (Chana Dal),6200.0,,,
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5570.0,,,
Uttar Pradesh,Sultanpur,Black Gram (Urd Beans)(Whole),8560.0,,,
Uttar Pradesh,Sultanpur,Black Gram Dal (Urd Dal),9535.0,,,
Uttar Pradesh,Sultanpur,Green Gram (Moong)(Whole),8545.0,,,
Uttar Pradesh,Sultanpur,Green Gram Dal (Moong Dal),9585.0,,,
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6980.0,,,
Uttar Pradesh,Sultanpur,Mustard,5475.0,,,
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1900.0,,,
Uttar Pradesh,Sultanpur,Wheat,2260.0,,,
Uttar Pradesh,Unnao,Arhar Dal(Tur Dal),12900.0,,,
Uttar Pradesh,Unnao,Bengal Gram Dal (Chana Dal),6085.0,,,
Uttar Pradesh,Unnao,Bengal Gram(Gram)(Whole),5630.0,,,
Uttar Pradesh,Unnao,Black Gram Dal (Urd Dal),8930.0,,,
Uttar Pradesh,Unnao,Mustard,5450.0,,,
Uttar Pradesh,Unnao,Wheat,2295.0,,,
Uttrakhand,UdhamSinghNagar,Paddy(Dhan)(Common),1800.0,,,
West Bengal,Bankura,Mustard,5700.0,,,
West Bengal,Bankura,Wheat,2800.0,,,
West Bengal,Bankura,Mustard,5700.0,,,
West Bengal,Bankura,Paddy(Dhan)(Common),2050.0,,,
West Bengal,Bankura,Wheat,2800.0,,,
West Bengal,Burdwan,Arhar (Tur/Red Gram)(Whole),7650.0,,,
West Bengal,Burdwan,Black Gram Dal (Urd Dal),8700.0,,,
West Bengal,Burdwan,Green Gram Dal (Moong Dal),10500.0,,,
West Bengal,Burdwan,Lentil (Masur)(Whole),9600.0,,,
West Bengal,Burdwan,Mustard,5900.0,,,
West Bengal,Burdwan,Wheat,2850.0,,,
West Bengal,Burdwan,Lentil (Masur)(Whole),9700.0,,,
West Bengal,Burdwan,Mustard,6100.0,,,
West Bengal,Burdwan,Mustard Oil,12000.0,,,
West Bengal,Burdwan,Wheat,2950.0,,,
West Bengal,Burdwan,Wheat,2700.0,,,
West Bengal,Darjeeling,Arhar Dal(Tur Dal),12800.0,,,
West Bengal,Darjeeling,Black Gram Dal (Urd Dal),11800.0,,,
West Bengal,Darjeeling,Green Gram Dal (Moong Dal),9800.0,,,
West Bengal,Malda,Green Gram Dal (Moong Dal),9800.0,,,
West Bengal,Malda,Lentil (Masur)(Whole),9500.0,,,
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2040.0,,,
West Bengal,Medinipur(W),Mustard,5750.0,,,
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2150.0,,,
West Bengal,Nadia,Mustard,6100.0,,,
West Bengal,Nadia,Wheat,2350.0,,,
West Bengal,Nadia,Mustard,5600.0,,,
West Bengal,Uttar Dinajpur,Wheat,2350.0,,,
West Bengal,Uttar Dinajpur,Wheat,2350.0,,,
Andhra Pradesh,Guntur,Black Gram (Urd Beans)(Whole),8200.0,,,
Andhra Pradesh,Kurnool,Maize,1962.0,,,
Andhra Pradesh,Kurnool,Paddy(Dhan)(Common),2040.0,,,
Chattisgarh,Mungeli,Paddy(Dhan)(Common),1800.0,,,
Chattisgarh,Raigarh,Wheat,1950.0,,,
Chattisgarh,Raipur,Paddy(Dhan)(Common),1950.0,,,
Chattisgarh,Surajpur,Paddy(Dhan)(Common),3001.0,,,
Chattisgarh,Surajpur,Paddy(Dhan)(Common),2040.0,,,
Gujarat,Banaskanth,Mustard,5300.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2200.0,,,
Gujarat,Banaskanth,Mustard,5350.0,,,
Gujarat,Banaskanth,Wheat,2250.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2200.0,,,
Gujarat,Banaskanth,Gram Raw(Chholia),8550.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2100.0,,,
Gujarat,Banaskanth,Mustard,5220.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1777.5,,,
Gujarat,Banaskanth,Mustard,5212.5,,,
Gujarat,Banaskanth,Wheat,2250.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2105.0,,,
Gujarat,Banaskanth,Jowar(Sorghum),4867.5,,,
Gujarat,Banaskanth,Mustard,5282.5,,,
Gujarat,Banaskanth,Wheat,2350.0,,,
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2005.0,,,
